MOLTID,TITLE,MOLTNBR,PANELNBR,CELLNBR,pname,cellname,ENTITY_MEASURED,UNITS,METHOD,VALUE,TEXT
MT3104,microRNA hsa-miR-32,359025,7,6,Leukemia,MOLT-4,miRNA,miR copy number,RT-PCR,60.8410854,
MT3104,microRNA hsa-miR-32,359025,7,10,Leukemia,RPMI-8226,miRNA,miR copy number,RT-PCR,251.10465,
MT3104,microRNA hsa-miR-32,359025,7,19,Leukemia,SR,miRNA,miR copy number,RT-PCR,28.2830303,
MT3104,microRNA hsa-miR-32,359025,1,4,NSCLC,A549/ATCC,miRNA,miR copy number,RT-PCR,28.0774373,
MT3104,microRNA hsa-miR-32,359025,1,8,NSCLC,EKVX,miRNA,miR copy number,RT-PCR,57.4589128,
MT3104,microRNA hsa-miR-32,359025,1,26,NSCLC,HOP-62,miRNA,miR copy number,RT-PCR,15.6805424,
MT3104,microRNA hsa-miR-32,359025,1,29,NSCLC,HOP-92,miRNA,miR copy number,RT-PCR,24.3070328,
MT3104,microRNA hsa-miR-32,359025,1,13,NSCLC,NCI-H226,miRNA,miR copy number,RT-PCR,38.9910463,
MT3104,microRNA hsa-miR-32,359025,1,1,NSCLC,NCI-H23,miRNA,miR copy number,RT-PCR,82.7427534,
MT3104,microRNA hsa-miR-32,359025,1,17,NSCLC,NCI-H322M,miRNA,miR copy number,RT-PCR,50.2548822,
MT3104,microRNA hsa-miR-32,359025,1,21,NSCLC,NCI-H460,miRNA,miR copy number,RT-PCR,66.9796633,
MT3104,microRNA hsa-miR-32,359025,1,3,NSCLC,NCI-H522,miRNA,miR copy number,RT-PCR,142.909076,
MT3104,microRNA hsa-miR-32,359025,4,10,Colon,COLO 205,miRNA,miR copy number,RT-PCR,53.5902633,
MT3104,microRNA hsa-miR-32,359025,4,2,Colon,HCC-2998,miRNA,miR copy number,RT-PCR,52.4665073,
MT3104,microRNA hsa-miR-32,359025,4,3,Colon,HCT-116,miRNA,miR copy number,RT-PCR,67.6654714,
MT3104,microRNA hsa-miR-32,359025,4,15,Colon,HCT-15,miRNA,miR copy number,RT-PCR,107.915703,
MT3104,microRNA hsa-miR-32,359025,4,1,Colon,HT29,miRNA,miR copy number,RT-PCR,69.8231392,
MT3104,microRNA hsa-miR-32,359025,4,17,Colon,KM12,miRNA,miR copy number,RT-PCR,44.4531604,
MT3104,microRNA hsa-miR-32,359025,4,9,Colon,SW-620,miRNA,miR copy number,RT-PCR,93.1890511,
MT3104,microRNA hsa-miR-32,359025,12,14,CNS,SF-268,miRNA,miR copy number,RT-PCR,35.5592451,
MT3104,microRNA hsa-miR-32,359025,12,15,CNS,SF-295,miRNA,miR copy number,RT-PCR,5.97635002,
MT3104,microRNA hsa-miR-32,359025,12,16,CNS,SF-539,miRNA,miR copy number,RT-PCR,9.04158175,
MT3104,microRNA hsa-miR-32,359025,12,2,CNS,SNB-19,miRNA,miR copy number,RT-PCR,29.0822663,
MT3104,microRNA hsa-miR-32,359025,12,5,CNS,SNB-75,miRNA,miR copy number,RT-PCR,7.79333072,
MT3104,microRNA hsa-miR-32,359025,12,9,CNS,U251,miRNA,miR copy number,RT-PCR,16.2602515,
MT3104,microRNA hsa-miR-32,359025,10,1,Melanoma,LOX IMVI,miRNA,miR copy number,RT-PCR,14.782132,
MT3104,microRNA hsa-miR-32,359025,10,2,Melanoma,MALME-3M,miRNA,miR copy number,RT-PCR,77.2508802,
MT3104,microRNA hsa-miR-32,359025,10,14,Melanoma,M14,miRNA,miR copy number,RT-PCR,0,
MT3104,microRNA hsa-miR-32,359025,10,5,Melanoma,SK-MEL-2,miRNA,miR copy number,RT-PCR,68.0881955,
MT3104,microRNA hsa-miR-32,359025,10,8,Melanoma,SK-MEL-28,miRNA,miR copy number,RT-PCR,31.5067243,
MT3104,microRNA hsa-miR-32,359025,10,7,Melanoma,SK-MEL-5,miRNA,miR copy number,RT-PCR,63.5123095,
MT3104,microRNA hsa-miR-32,359025,10,21,Melanoma,UACC-257,miRNA,miR copy number,RT-PCR,24.5771735,
MT3104,microRNA hsa-miR-32,359025,10,20,Melanoma,UACC-62,miRNA,miR copy number,RT-PCR,16.6729833,
MT3104,microRNA hsa-miR-32,359025,6,10,Ovarian,IGROV1,miRNA,miR copy number,RT-PCR,168.384848,
MT3104,microRNA hsa-miR-32,359025,6,1,Ovarian,OVCAR-3,miRNA,miR copy number,RT-PCR,46.0041413,
MT3104,microRNA hsa-miR-32,359025,6,2,Ovarian,OVCAR-4,miRNA,miR copy number,RT-PCR,16.9368201,
MT3104,microRNA hsa-miR-32,359025,6,3,Ovarian,OVCAR-5,miRNA,miR copy number,RT-PCR,22.2887629,
MT3104,microRNA hsa-miR-32,359025,6,5,Ovarian,OVCAR-8,miRNA,miR copy number,RT-PCR,33.7224012,
MT3104,microRNA hsa-miR-32,359025,6,11,Ovarian,SK-OV-3,miRNA,miR copy number,RT-PCR,39.5912843,
MT3104,microRNA hsa-miR-32,359025,9,18,Renal,786-0,miRNA,miR copy number,RT-PCR,28.3073617,
MT3104,microRNA hsa-miR-32,359025,9,13,Renal,A498,miRNA,miR copy number,RT-PCR,14.5129584,
MT3104,microRNA hsa-miR-32,359025,9,23,Renal,ACHN,miRNA,miR copy number,RT-PCR,33.4067061,
MT3104,microRNA hsa-miR-32,359025,9,15,Renal,CAKI-1,miRNA,miR copy number,RT-PCR,25.5999275,
MT3104,microRNA hsa-miR-32,359025,9,16,Renal,RXF-393,miRNA,miR copy number,RT-PCR,9.54601377,
MT3104,microRNA hsa-miR-32,359025,9,8,Renal,SN12C,miRNA,miR copy number,RT-PCR,20.4149138,
MT3104,microRNA hsa-miR-32,359025,9,24,Renal,TK-10,miRNA,miR copy number,RT-PCR,73.8069436,
MT3104,microRNA hsa-miR-32,359025,9,4,Renal,UO-31,miRNA,miR copy number,RT-PCR,19.2346107,
MT3104,microRNA hsa-miR-32,359025,11,1,Prostate,PC-3,miRNA,miR copy number,RT-PCR,42.0666241,
MT3104,microRNA hsa-miR-32,359025,11,3,Prostate,DU-145,miRNA,miR copy number,RT-PCR,136.673995,
MT3104,microRNA hsa-miR-32,359025,5,1,Breast,MCF7,miRNA,miR copy number,RT-PCR,154.619166,
MT3104,microRNA hsa-miR-32,359025,5,2,Ovarian,NCI/ADR-RES,miRNA,miR copy number,RT-PCR,17.2036787,
MT3104,microRNA hsa-miR-32,359025,5,5,Breast,MDA-MB-231/ATCC,miRNA,miR copy number,RT-PCR,54.573114,
MT3104,microRNA hsa-miR-32,359025,5,6,Breast,HS 578T,miRNA,miR copy number,RT-PCR,17.8729572,
MT3104,microRNA hsa-miR-32,359025,5,11,Melanoma,MDA-MB-435,miRNA,miR copy number,RT-PCR,32.755963,
MT3104,microRNA hsa-miR-32,359025,5,13,Breast,BT-549,miRNA,miR copy number,RT-PCR,40.0057461,
MT3104,microRNA hsa-miR-32,359025,5,14,Breast,T-47D,miRNA,miR copy number,RT-PCR,51.6573087,
MT3105,microRNA hsa-miR-320,359026,7,3,Leukemia,CCRF-CEM,miRNA,miR copy number,RT-PCR,496.056133,
MT3105,microRNA hsa-miR-320,359026,7,8,Leukemia,HL-60(TB),miRNA,miR copy number,RT-PCR,1385.09346,
MT3105,microRNA hsa-miR-320,359026,7,5,Leukemia,K-562,miRNA,miR copy number,RT-PCR,1191.63548,
MT3105,microRNA hsa-miR-320,359026,7,6,Leukemia,MOLT-4,miRNA,miR copy number,RT-PCR,619.452194,
MT3105,microRNA hsa-miR-320,359026,7,10,Leukemia,RPMI-8226,miRNA,miR copy number,RT-PCR,4608.52952,
MT3105,microRNA hsa-miR-320,359026,7,19,Leukemia,SR,miRNA,miR copy number,RT-PCR,304.167051,
MT3105,microRNA hsa-miR-320,359026,1,4,NSCLC,A549/ATCC,miRNA,miR copy number,RT-PCR,715.883294,
MT3105,microRNA hsa-miR-320,359026,1,8,NSCLC,EKVX,miRNA,miR copy number,RT-PCR,1345.61645,
MT3105,microRNA hsa-miR-320,359026,1,26,NSCLC,HOP-62,miRNA,miR copy number,RT-PCR,339.628466,
MT3105,microRNA hsa-miR-320,359026,1,29,NSCLC,HOP-92,miRNA,miR copy number,RT-PCR,254.255488,
MT3105,microRNA hsa-miR-320,359026,1,13,NSCLC,NCI-H226,miRNA,miR copy number,RT-PCR,644.58142,
MT3105,microRNA hsa-miR-320,359026,1,1,NSCLC,NCI-H23,miRNA,miR copy number,RT-PCR,533.570218,
MT3105,microRNA hsa-miR-320,359026,1,17,NSCLC,NCI-H322M,miRNA,miR copy number,RT-PCR,376.758848,
MT3105,microRNA hsa-miR-320,359026,1,21,NSCLC,NCI-H460,miRNA,miR copy number,RT-PCR,881.760377,
MT3105,microRNA hsa-miR-320,359026,1,3,NSCLC,NCI-H522,miRNA,miR copy number,RT-PCR,2639.82936,
MT3105,microRNA hsa-miR-320,359026,4,10,Colon,COLO 205,miRNA,miR copy number,RT-PCR,703.560575,
MT3105,microRNA hsa-miR-320,359026,4,2,Colon,HCC-2998,miRNA,miR copy number,RT-PCR,768.542594,
MT3105,microRNA hsa-miR-320,359026,4,3,Colon,HCT-116,miRNA,miR copy number,RT-PCR,2029.5765,
MT3105,microRNA hsa-miR-320,359026,4,15,Colon,HCT-15,miRNA,miR copy number,RT-PCR,2968.50783,
MT3105,microRNA hsa-miR-320,359026,4,1,Colon,HT29,miRNA,miR copy number,RT-PCR,1414.18653,
MT3105,microRNA hsa-miR-320,359026,4,17,Colon,KM12,miRNA,miR copy number,RT-PCR,2349.32015,
MT3105,microRNA hsa-miR-320,359026,4,9,Colon,SW-620,miRNA,miR copy number,RT-PCR,2417.42425,
MT3105,microRNA hsa-miR-320,359026,12,14,CNS,SF-268,miRNA,miR copy number,RT-PCR,1212.70603,
MT3105,microRNA hsa-miR-320,359026,12,15,CNS,SF-295,miRNA,miR copy number,RT-PCR,416.989631,
MT3105,microRNA hsa-miR-320,359026,12,16,CNS,SF-539,miRNA,miR copy number,RT-PCR,1050.73023,
MT3105,microRNA hsa-miR-320,359026,12,2,CNS,SNB-19,miRNA,miR copy number,RT-PCR,826.964199,
MT3105,microRNA hsa-miR-320,359026,12,5,CNS,SNB-75,miRNA,miR copy number,RT-PCR,317.727302,
MT3105,microRNA hsa-miR-320,359026,12,9,CNS,U251,miRNA,miR copy number,RT-PCR,554.210476,
MT3168,microRNA hsa-miR-99b,359089,4,10,Colon,COLO 205,miRNA,miR copy number,RT-PCR,0,
MT3168,microRNA hsa-miR-99b,359089,4,2,Colon,HCC-2998,miRNA,miR copy number,RT-PCR,34.6476398,
MT3168,microRNA hsa-miR-99b,359089,4,3,Colon,HCT-116,miRNA,miR copy number,RT-PCR,262.563241,
MT3168,microRNA hsa-miR-99b,359089,4,15,Colon,HCT-15,miRNA,miR copy number,RT-PCR,187.951573,
MT3168,microRNA hsa-miR-99b,359089,4,1,Colon,HT29,miRNA,miR copy number,RT-PCR,205.073297,
MT3168,microRNA hsa-miR-99b,359089,4,17,Colon,KM12,miRNA,miR copy number,RT-PCR,27.7125406,
MT3168,microRNA hsa-miR-99b,359089,4,9,Colon,SW-620,miRNA,miR copy number,RT-PCR,23.0219189,
MT3168,microRNA hsa-miR-99b,359089,12,14,CNS,SF-268,miRNA,miR copy number,RT-PCR,55.5478974,
MT3168,microRNA hsa-miR-99b,359089,12,15,CNS,SF-295,miRNA,miR copy number,RT-PCR,37.2381137,
MT3168,microRNA hsa-miR-99b,359089,12,16,CNS,SF-539,miRNA,miR copy number,RT-PCR,86.3196097,
MT3168,microRNA hsa-miR-99b,359089,12,2,CNS,SNB-19,miRNA,miR copy number,RT-PCR,266.158946,
MT3168,microRNA hsa-miR-99b,359089,12,5,CNS,SNB-75,miRNA,miR copy number,RT-PCR,33.7140344,
MT3168,microRNA hsa-miR-99b,359089,12,9,CNS,U251,miRNA,miR copy number,RT-PCR,82.17019,
MT3168,microRNA hsa-miR-99b,359089,10,1,Melanoma,LOX IMVI,miRNA,miR copy number,RT-PCR,0,
MT3168,microRNA hsa-miR-99b,359089,10,2,Melanoma,MALME-3M,miRNA,miR copy number,RT-PCR,99.7340793,
MT3168,microRNA hsa-miR-99b,359089,10,14,Melanoma,M14,miRNA,miR copy number,RT-PCR,6.18165297,
MT3168,microRNA hsa-miR-99b,359089,10,5,Melanoma,SK-MEL-2,miRNA,miR copy number,RT-PCR,214.137633,
MT3168,microRNA hsa-miR-99b,359089,10,8,Melanoma,SK-MEL-28,miRNA,miR copy number,RT-PCR,40.3655566,
MT3168,microRNA hsa-miR-99b,359089,10,7,Melanoma,SK-MEL-5,miRNA,miR copy number,RT-PCR,49.2934718,
MT3168,microRNA hsa-miR-99b,359089,10,21,Melanoma,UACC-257,miRNA,miR copy number,RT-PCR,56.3056446,
MT3168,microRNA hsa-miR-99b,359089,10,20,Melanoma,UACC-62,miRNA,miR copy number,RT-PCR,76.5321928,
MT3168,microRNA hsa-miR-99b,359089,6,10,Ovarian,IGROV1,miRNA,miR copy number,RT-PCR,247.775936,
MT3168,microRNA hsa-miR-99b,359089,6,1,Ovarian,OVCAR-3,miRNA,miR copy number,RT-PCR,179.267674,
MT3168,microRNA hsa-miR-99b,359089,6,2,Ovarian,OVCAR-4,miRNA,miR copy number,RT-PCR,256.513954,
MT3168,microRNA hsa-miR-99b,359089,6,3,Ovarian,OVCAR-5,miRNA,miR copy number,RT-PCR,88.2184691,
MT3168,microRNA hsa-miR-99b,359089,6,5,Ovarian,OVCAR-8,miRNA,miR copy number,RT-PCR,27.2832758,
MT3168,microRNA hsa-miR-99b,359089,6,11,Ovarian,SK-OV-3,miRNA,miR copy number,RT-PCR,194.197657,
MT3168,microRNA hsa-miR-99b,359089,9,18,Renal,786-0,miRNA,miR copy number,RT-PCR,144.058717,
MT3168,microRNA hsa-miR-99b,359089,9,13,Renal,A498,miRNA,miR copy number,RT-PCR,102.220966,
MT3168,microRNA hsa-miR-99b,359089,9,23,Renal,ACHN,miRNA,miR copy number,RT-PCR,56.2897898,
MT3168,microRNA hsa-miR-99b,359089,9,15,Renal,CAKI-1,miRNA,miR copy number,RT-PCR,139.473619,
MT3168,microRNA hsa-miR-99b,359089,9,16,Renal,RXF-393,miRNA,miR copy number,RT-PCR,77.7363958,
MT3168,microRNA hsa-miR-99b,359089,9,8,Renal,SN12C,miRNA,miR copy number,RT-PCR,40.5144315,
MT3168,microRNA hsa-miR-99b,359089,9,24,Renal,TK-10,miRNA,miR copy number,RT-PCR,213.407463,
MT3168,microRNA hsa-miR-99b,359089,9,4,Renal,UO-31,miRNA,miR copy number,RT-PCR,53.5687343,
MT3168,microRNA hsa-miR-99b,359089,11,1,Prostate,PC-3,miRNA,miR copy number,RT-PCR,116.389415,
MT3168,microRNA hsa-miR-99b,359089,11,3,Prostate,DU-145,miRNA,miR copy number,RT-PCR,111.249627,
MT3168,microRNA hsa-miR-99b,359089,5,1,Breast,MCF7,miRNA,miR copy number,RT-PCR,318.016212,
MT3168,microRNA hsa-miR-99b,359089,5,2,Ovarian,NCI/ADR-RES,miRNA,miR copy number,RT-PCR,56.6770622,
MT3168,microRNA hsa-miR-99b,359089,5,5,Breast,MDA-MB-231/ATCC,miRNA,miR copy number,RT-PCR,108.495549,
MT3168,microRNA hsa-miR-99b,359089,5,6,Breast,HS 578T,miRNA,miR copy number,RT-PCR,266.880103,
MT3168,microRNA hsa-miR-99b,359089,5,11,Melanoma,MDA-MB-435,miRNA,miR copy number,RT-PCR,51.1363829,
MT3168,microRNA hsa-miR-99b,359089,5,13,Breast,BT-549,miRNA,miR copy number,RT-PCR,167.98075,
MT3168,microRNA hsa-miR-99b,359089,5,14,Breast,T-47D,miRNA,miR copy number,RT-PCR,79.6274824,
MT2974,microRNA hsa-miR-135b,358895,11,3,Prostate,DU-145,miRNA,miR copy number,RT-PCR,460.80771,
MT2974,microRNA hsa-miR-135b,358895,5,1,Breast,MCF7,miRNA,miR copy number,RT-PCR,655.040072,
MT2974,microRNA hsa-miR-135b,358895,5,2,Ovarian,NCI/ADR-RES,miRNA,miR copy number,RT-PCR,53.2654286,
MT2974,microRNA hsa-miR-135b,358895,5,5,Breast,MDA-MB-231/ATCC,miRNA,miR copy number,RT-PCR,114.16996,
MT2974,microRNA hsa-miR-135b,358895,5,6,Breast,HS 578T,miRNA,miR copy number,RT-PCR,19.8572142,
MT2974,microRNA hsa-miR-135b,358895,5,11,Melanoma,MDA-MB-435,miRNA,miR copy number,RT-PCR,113.79531,
MT2974,microRNA hsa-miR-135b,358895,5,13,Breast,BT-549,miRNA,miR copy number,RT-PCR,1078.90111,
MT2974,microRNA hsa-miR-135b,358895,5,14,Breast,T-47D,miRNA,miR copy number,RT-PCR,10.4697396,
MT2975,microRNA hsa-miR-136,358896,7,3,Leukemia,CCRF-CEM,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,7,8,Leukemia,HL-60(TB),miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,7,5,Leukemia,K-562,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,7,6,Leukemia,MOLT-4,miRNA,miR copy number,RT-PCR,5.11516174,
MT2975,microRNA hsa-miR-136,358896,7,10,Leukemia,RPMI-8226,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,7,19,Leukemia,SR,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,1,4,NSCLC,A549/ATCC,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,1,8,NSCLC,EKVX,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,1,26,NSCLC,HOP-62,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,1,29,NSCLC,HOP-92,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,1,13,NSCLC,NCI-H226,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,1,1,NSCLC,NCI-H23,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,1,17,NSCLC,NCI-H322M,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,1,21,NSCLC,NCI-H460,miRNA,miR copy number,RT-PCR,5.11516174,
MT2975,microRNA hsa-miR-136,358896,1,3,NSCLC,NCI-H522,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,4,10,Colon,COLO 205,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,4,2,Colon,HCC-2998,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,4,3,Colon,HCT-116,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,4,15,Colon,HCT-15,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,4,1,Colon,HT29,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,4,17,Colon,KM12,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,4,9,Colon,SW-620,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,12,14,CNS,SF-268,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,12,15,CNS,SF-295,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,12,16,CNS,SF-539,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,12,2,CNS,SNB-19,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,12,5,CNS,SNB-75,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,12,9,CNS,U251,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,10,1,Melanoma,LOX IMVI,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,10,2,Melanoma,MALME-3M,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,10,14,Melanoma,M14,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,10,5,Melanoma,SK-MEL-2,miRNA,miR copy number,RT-PCR,5.11516174,
MT2975,microRNA hsa-miR-136,358896,10,8,Melanoma,SK-MEL-28,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,10,7,Melanoma,SK-MEL-5,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,10,21,Melanoma,UACC-257,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,10,20,Melanoma,UACC-62,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,6,10,Ovarian,IGROV1,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,6,1,Ovarian,OVCAR-3,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,6,2,Ovarian,OVCAR-4,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,6,3,Ovarian,OVCAR-5,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,6,5,Ovarian,OVCAR-8,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,6,11,Ovarian,SK-OV-3,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,9,18,Renal,786-0,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,9,13,Renal,A498,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,9,23,Renal,ACHN,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,9,15,Renal,CAKI-1,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,9,16,Renal,RXF-393,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,9,8,Renal,SN12C,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,9,24,Renal,TK-10,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,9,4,Renal,UO-31,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,11,1,Prostate,PC-3,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,11,3,Prostate,DU-145,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,5,1,Breast,MCF7,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,5,2,Ovarian,NCI/ADR-RES,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,5,5,Breast,MDA-MB-231/ATCC,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,5,6,Breast,HS 578T,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,5,11,Melanoma,MDA-MB-435,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,5,13,Breast,BT-549,miRNA,miR copy number,RT-PCR,0,
MT2975,microRNA hsa-miR-136,358896,5,14,Breast,T-47D,miRNA,miR copy number,RT-PCR,0,
MT2976,microRNA hsa-miR-137,358897,7,3,Leukemia,CCRF-CEM,miRNA,miR copy number,RT-PCR,0,
MT2976,microRNA hsa-miR-137,358897,7,8,Leukemia,HL-60(TB),miRNA,miR copy number,RT-PCR,0,
MT2976,microRNA hsa-miR-137,358897,7,5,Leukemia,K-562,miRNA,miR copy number,RT-PCR,0,
MT2976,microRNA hsa-miR-137,358897,7,6,Leukemia,MOLT-4,miRNA,miR copy number,RT-PCR,5.11516174,
MT2976,microRNA hsa-miR-137,358897,7,10,Leukemia,RPMI-8226,miRNA,miR copy number,RT-PCR,0,
MT2976,microRNA hsa-miR-137,358897,7,19,Leukemia,SR,miRNA,miR copy number,RT-PCR,32.2983308,
MT2976,microRNA hsa-miR-137,358897,1,4,NSCLC,A549/ATCC,miRNA,miR copy number,RT-PCR,40.9176678,
MT2976,microRNA hsa-miR-137,358897,1,8,NSCLC,EKVX,miRNA,miR copy number,RT-PCR,141.411691,
MT2976,microRNA hsa-miR-137,358897,1,26,NSCLC,HOP-62,miRNA,miR copy number,RT-PCR,50.7157997,
MT2976,microRNA hsa-miR-137,358897,1,29,NSCLC,HOP-92,miRNA,miR copy number,RT-PCR,5.62212053,
MT2976,microRNA hsa-miR-137,358897,1,13,NSCLC,NCI-H226,miRNA,miR copy number,RT-PCR,0,
MT2976,microRNA hsa-miR-137,358897,1,1,NSCLC,NCI-H23,miRNA,miR copy number,RT-PCR,11.3755246,
MT2976,microRNA hsa-miR-137,358897,1,17,NSCLC,NCI-H322M,miRNA,miR copy number,RT-PCR,119.84998,
MT2976,microRNA hsa-miR-137,358897,1,21,NSCLC,NCI-H460,miRNA,miR copy number,RT-PCR,5.11516174,
MT2976,microRNA hsa-miR-137,358897,1,3,NSCLC,NCI-H522,miRNA,miR copy number,RT-PCR,4575.81265,
MT2976,microRNA hsa-miR-137,358897,4,10,Colon,COLO 205,miRNA,miR copy number,RT-PCR,0,
MT2976,microRNA hsa-miR-137,358897,4,2,Colon,HCC-2998,miRNA,miR copy number,RT-PCR,0,
MT2976,microRNA hsa-miR-137,358897,4,3,Colon,HCT-116,miRNA,miR copy number,RT-PCR,0,
MT2976,microRNA hsa-miR-137,358897,4,15,Colon,HCT-15,miRNA,miR copy number,RT-PCR,0,
MT2976,microRNA hsa-miR-137,358897,4,1,Colon,HT29,miRNA,miR copy number,RT-PCR,0,
MT2976,microRNA hsa-miR-137,358897,4,17,Colon,KM12,miRNA,miR copy number,RT-PCR,0,
MT2976,microRNA hsa-miR-137,358897,4,9,Colon,SW-620,miRNA,miR copy number,RT-PCR,0,
MT2976,microRNA hsa-miR-137,358897,12,14,CNS,SF-268,miRNA,miR copy number,RT-PCR,244.008641,
MT2976,microRNA hsa-miR-137,358897,12,15,CNS,SF-295,miRNA,miR copy number,RT-PCR,8.12712571,
MT2976,microRNA hsa-miR-137,358897,12,16,CNS,SF-539,miRNA,miR copy number,RT-PCR,57.5168715,
MT2976,microRNA hsa-miR-137,358897,12,2,CNS,SNB-19,miRNA,miR copy number,RT-PCR,65.090217,
MT2976,microRNA hsa-miR-137,358897,12,5,CNS,SNB-75,miRNA,miR copy number,RT-PCR,23.0532983,
MT2976,microRNA hsa-miR-137,358897,12,9,CNS,U251,miRNA,miR copy number,RT-PCR,0,
MT2976,microRNA hsa-miR-137,358897,10,1,Melanoma,LOX IMVI,miRNA,miR copy number,RT-PCR,97.6553354,
MT2976,microRNA hsa-miR-137,358897,10,2,Melanoma,MALME-3M,miRNA,miR copy number,RT-PCR,0,
MT2976,microRNA hsa-miR-137,358897,10,14,Melanoma,M14,miRNA,miR copy number,RT-PCR,0,
MT2976,microRNA hsa-miR-137,358897,10,5,Melanoma,SK-MEL-2,miRNA,miR copy number,RT-PCR,10.0099278,
MT2976,microRNA hsa-miR-137,358897,10,8,Melanoma,SK-MEL-28,miRNA,miR copy number,RT-PCR,0,
MT2976,microRNA hsa-miR-137,358897,10,7,Melanoma,SK-MEL-5,miRNA,miR copy number,RT-PCR,0,
MT2976,microRNA hsa-miR-137,358897,10,21,Melanoma,UACC-257,miRNA,miR copy number,RT-PCR,0,
MT2976,microRNA hsa-miR-137,358897,10,20,Melanoma,UACC-62,miRNA,miR copy number,RT-PCR,24.7400413,
MT2976,microRNA hsa-miR-137,358897,6,10,Ovarian,IGROV1,miRNA,miR copy number,RT-PCR,5.05695501,
