ID_NAME,CANCER TYPE,SURV
NDUFB8,Lung cancer,UPREG
NDUFB9,Breast cancer,UPREG
NDUFB9,Lung cancer,UPREG
NDUFC2,Lung cancer,UPREG
NDUFS1,Blood cancer,DOWNREG
NDUFS1,Brain cancer,DOWNREG
NDUFS1,Lung cancer,NEUTRAL
NDUFS2,Blood cancer,UPREG
NDUFS2,Breast cancer,UPREG
NDUFS2,Colorectal cancer,DOWNREG
NDUFS2,Lung cancer,UPREG
NDUFS3,Breast cancer,UPREG
NDUFS3,Lung cancer,UPREG
NDUFS3,Ovarian cancer,NEUTRAL
NDUFS4,Breast cancer,NEUTRAL
NDUFS4,Lung cancer,DOWNREG
NDUFS5,Blood cancer,DOWNREG
NDUFS5,Brain cancer,UPREG
NDUFS5,Breast cancer,UPREG
NDUFS5,Lung cancer,UPREG
NDUFS6,Brain cancer,UPREG
NDUFS6,Breast cancer,UPREG
NDUFS6,Colorectal cancer,DOWNREG
NDUFS6,Lung cancer,UPREG
NDUFS7,Breast cancer,UPREG
NDUFS7,Colorectal cancer,DOWNREG
NDUFS7,Lung cancer,NEUTRAL
NDUFS8,Breast cancer,UPREG
NDUFS8,Colorectal cancer,DOWNREG
NDUFS8,Lung cancer,NEUTRAL
NDUFS8,Skin cancer,UPREG
NDUFV1,Breast cancer,UPREG
NDUFV1,Colorectal cancer,DOWNREG
NDUFV1,Lung cancer,UPREG
NDUFV2,Breast cancer,DOWNREG
NDUFV3,Breast cancer,UPREG
NDUFV3,Lung cancer,UPREG
NDUFV3,Skin cancer,UPREG
NEU1,Blood cancer,UPREG
NEU1,Breast cancer,DOWNREG
NEU1,Lung cancer,UPREG
NEU2,Breast cancer,NEUTRAL
NEU4,Colorectal cancer,DOWNREG
NME1,Breast cancer,UPREG
NME1,Lung cancer,UPREG
NME1,Skin cancer,UPREG
NME2,Breast cancer,UPREG
NME2,Lung cancer,UPREG
NME3,Brain cancer,UPREG
NME3,Breast cancer,DOWNREG
NME3,Lung cancer,DOWNREG
NME3,Ovarian cancer,UPREG
NME4,Breast cancer,NEUTRAL
NME4,Lung cancer,UPREG
NME6,Breast cancer,UPREG
NME7,Blood cancer,NEUTRAL
NME7,Breast cancer,NEUTRAL
NME7,Lung cancer,NEUTRAL
NMNAT1,Blood cancer,UPREG
NMNAT1,Brain cancer,UPREG
NMNAT1,Colorectal cancer,DOWNREG
NMNAT1,Lung cancer,DOWNREG
NMNAT2,Colorectal cancer,UPREG
NMNAT2,Lung cancer,NEUTRAL
NMNAT3,Brain cancer,NEUTRAL
NMNAT3,Colorectal cancer,DOWNREG
NMNAT3,Lung cancer,DOWNREG
NNMT,Colorectal cancer,NEUTRAL
NNMT,Lung cancer,NEUTRAL
NNMT,Ovarian cancer,NEUTRAL
NNT,Blood cancer,NEUTRAL
NOS1,Blood cancer,UPREG
NOS1,Breast cancer,NEUTRAL
NOS1,Colorectal cancer,DOWNREG
NOS1,Lung cancer,DOWNREG
NOS2,Colorectal cancer,NEUTRAL
NOS3,Colorectal cancer,UPREG
NPR1,Breast cancer,DOWNREG
NPR1,Colorectal cancer,UPREG
NPR1,Lung cancer,DOWNREG
NPR1,Ovarian cancer,NEUTRAL
NPR2,Breast cancer,NEUTRAL
NPR2,Colorectal cancer,UPREG
NPR2,Lung cancer,DOWNREG
NSDHL,Blood cancer,UPREG
NSDHL,Breast cancer,UPREG
NSDHL,Lung cancer,UPREG
NSDHL,Ovarian cancer,NEUTRAL
NSDHL,Skin cancer,UPREG
NSF,Breast cancer,UPREG
NSF,Lung cancer,UPREG
NT5C1B,Colorectal cancer,DOWNREG
NT5C2,Blood cancer,DOWNREG
NT5C2,Prostate cancer,NEUTRAL
NT5E,Brain cancer,NEUTRAL
NT5E,Colorectal cancer,UPREG
NT5E,Lung cancer,NEUTRAL
NT5E,Ovarian cancer,DOWNREG
NT5M,Blood cancer,DOWNREG
NT5M,Breast cancer,NEUTRAL
NT5M,Lung cancer,UPREG
NT5M,Ovarian cancer,UPREG
NUDT2,Lung cancer,UPREG
NUDT2,Ovarian cancer,NEUTRAL
NUDT5,Breast cancer,UPREG
NUDT5,Colorectal cancer,DOWNREG
NUDT5,Lung cancer,UPREG
NUDT9,Brain cancer,UPREG
NUDT9,Breast cancer,UPREG
NUDT9,Colorectal cancer,UPREG
OAT,Blood cancer,DOWNREG
OAT,Brain cancer,DOWNREG
OAT,Breast cancer,DOWNREG
OAT,Ovarian cancer,NEUTRAL
OCRL,Lung cancer,NEUTRAL
OCRL,Ovarian cancer,NEUTRAL
ODC1,Breast cancer,DOWNREG
ODC1,Lung cancer,NEUTRAL
OGDH,Breast cancer,UPREG
OGDH,Colorectal cancer,DOWNREG
OGDH,Lung cancer,DOWNREG
OLAH,Blood cancer,UPREG
OPLAH,Breast cancer,NEUTRAL
OPLAH,Lung cancer,UPREG
OTC,Blood cancer,UPREG
OXCT1,Lung cancer,NEUTRAL
P4HA1,Blood cancer,UPREG
P4HA1,Breast cancer,NEUTRAL
P4HA1,Colorectal cancer,UPREG
P4HA1,Lung cancer,UPREG
P4HA2,Brain cancer,UPREG
P4HA2,Breast cancer,UPREG
P4HA2,Colorectal cancer,UPREG
P4HB,Brain cancer,UPREG
P4HB,Breast cancer,UPREG
P4HB,Lung cancer,UPREG
PAFAH1B1,Blood cancer,DOWNREG
PAFAH1B1,Brain cancer,DOWNREG
PAFAH1B1,Breast cancer,DOWNREG
PAFAH1B1,Colorectal cancer,UPREG
PAFAH1B1,Lung cancer,NEUTRAL
PAFAH1B2,Blood cancer,NEUTRAL
PAFAH1B2,Colorectal cancer,DOWNREG
PAFAH1B2,Lung cancer,UPREG
PAFAH1B2,Ovarian cancer,UPREG
PAFAH1B3,Breast cancer,UPREG
PAFAH1B3,Lung cancer,UPREG
PAFAH1B3,Skin cancer,UPREG
PAFAH2,Breast cancer,UPREG
PAH,Breast cancer,NEUTRAL
PAH,Lung cancer,UPREG
PAICS,Blood cancer,UPREG
PAICS,Brain cancer,UPREG
PAICS,Breast cancer,UPREG
PAICS,Lung cancer,UPREG
PAICS,Ovarian cancer,NEUTRAL
PAICS,Skin cancer,UPREG
PANK1,Breast cancer,NEUTRAL
PANK1,Colorectal cancer,NEUTRAL
PANK2,Breast cancer,UPREG
PANK2,Lung cancer,UPREG
PANK2,Skin cancer,UPREG
PANK3,Breast cancer,UPREG
PANK3,Colorectal cancer,DOWNREG
PANK3,Lung cancer,NEUTRAL
PANK3,Ovarian cancer,NEUTRAL
PANK4,Blood cancer,DOWNREG
PANK4,Lung cancer,DOWNREG
PAPSS1,Blood cancer,DOWNREG
PAPSS1,Breast cancer,NEUTRAL
PAPSS2,Blood cancer,NEUTRAL
PAPSS2,Brain cancer,DOWNREG
PAPSS2,Breast cancer,UPREG
PAPSS2,Lung cancer,DOWNREG
PAPSS2,Ovarian cancer,NEUTRAL
PC,Brain cancer,DOWNREG
PC,Breast cancer,NEUTRAL
PCCA,Blood cancer,UPREG
PCCA,Brain cancer,DOWNREG
PCCA,Lung cancer,NEUTRAL
PCCB,Lung cancer,UPREG
PCK1,Blood cancer,NEUTRAL
PCK1,Brain cancer,UPREG
PCK1,Lung cancer,UPREG
PCK2,Breast cancer,UPREG
PCK2,Ovarian cancer,DOWNREG
PCYT1A,Blood cancer,UPREG
PCYT1A,Breast cancer,UPREG
PCYT1A,Colorectal cancer,UPREG
PCYT1A,Lung cancer,UPREG
PCYT1A,Ovarian cancer,UPREG
PCYT1B,Breast cancer,NEUTRAL
PCYT1B,Colorectal cancer,DOWNREG
PCYT1B,Ovarian cancer,DOWNREG
PCYT2,Blood cancer,NEUTRAL
PCYT2,Breast cancer,UPREG
PDE10A,Brain cancer,DOWNREG
PDE10A,Colorectal cancer,UPREG
PDE10A,Lung cancer,UPREG
PDE11A,Brain cancer,UPREG
PDE11A,Lung cancer,DOWNREG
PDE1A,Brain cancer,NEUTRAL
PDE1A,Breast cancer,DOWNREG
PDE1A,Lung cancer,DOWNREG
PDE1A,Ovarian cancer,NEUTRAL
PDE1A,Skin cancer,DOWNREG
PDE1C,Breast cancer,NEUTRAL
PDE1C,Lung cancer,DOWNREG
PDE2A,Brain cancer,NEUTRAL
PDE2A,Breast cancer,NEUTRAL
PDE3A,Skin cancer,UPREG
PDE3B,Blood cancer,NEUTRAL
PDE3B,Breast cancer,DOWNREG
PDE3B,Colorectal cancer,NEUTRAL
PDE3B,Lung cancer,DOWNREG
PDE3B,Ovarian cancer,UPREG
PDE4A,Blood cancer,NEUTRAL
PDE4A,Brain cancer,DOWNREG
PDE4A,Breast cancer,DOWNREG
PDE4A,Lung cancer,DOWNREG
PDE4A,Ovarian cancer,NEUTRAL
PDE4B,Blood cancer,NEUTRAL
PDE4B,Breast cancer,NEUTRAL
PDE4C,Blood cancer,NEUTRAL
PDE4C,Breast cancer,UPREG
PDE4C,Lung cancer,DOWNREG
PDE4D,Brain cancer,NEUTRAL
PDE4D,Breast cancer,DOWNREG
PDE4D,Lung cancer,DOWNREG
PDE4D,Ovarian cancer,DOWNREG
PDE4D,Skin cancer,UPREG
PDE5A,Blood cancer,NEUTRAL
PDE5A,Breast cancer,UPREG
PDE5A,Colorectal cancer,DOWNREG
PDE5A,Lung cancer,DOWNREG
PDE5A,Ovarian cancer,DOWNREG
PDE6A,Blood cancer,DOWNREG
PDE6A,Breast cancer,DOWNREG
PDE6A,Colorectal cancer,DOWNREG
PDE6A,Prostate cancer,NEUTRAL
PDE6B,Brain cancer,NEUTRAL
PDE6B,Breast cancer,NEUTRAL
PDE6B,Lung cancer,DOWNREG
PDE6C,Breast cancer,DOWNREG
PDE6D,Brain cancer,DOWNREG
PDE6D,Lung cancer,UPREG
PDE6G,Colorectal cancer,DOWNREG
PDE6H,Breast cancer,NEUTRAL
PDE7A,Colorectal cancer,DOWNREG
PDE7A,Lung cancer,DOWNREG
PDE7B,Blood cancer,DOWNREG
PDE7B,Brain cancer,UPREG
PDE7B,Breast cancer,NEUTRAL
PDE7B,Lung cancer,UPREG
PDE7B,Ovarian cancer,UPREG
PDE7B,Skin cancer,UPREG
PDE8A,Lung cancer,DOWNREG
PDE8A,Skin cancer,UPREG
PDE8B,Blood cancer,UPREG
PDE8B,Brain cancer,NEUTRAL
PDE8B,Lung cancer,DOWNREG
PDE8B,Ovarian cancer,NEUTRAL
PDE9A,Brain cancer,NEUTRAL
PDE9A,Breast cancer,NEUTRAL
PDE9A,Lung cancer,NEUTRAL
PDE9A,Ovarian cancer,UPREG
PDHA1,Blood cancer,UPREG
PDHA1,Breast cancer,UPREG
PDHA1,Colorectal cancer,DOWNREG
PDHA1,Lung cancer,UPREG
PDHA2,Breast cancer,NEUTRAL
PDHA2,Ovarian cancer,UPREG
PDHB,Blood cancer,DOWNREG
PDHB,Breast cancer,DOWNREG
PDHX,Ovarian cancer,NEUTRAL
PDHX,Skin cancer,UPREG
PDXK,Breast cancer,UPREG
PDXK,Lung cancer,NEUTRAL
PDXP,Brain cancer,NEUTRAL
PDXP,Breast cancer,NEUTRAL
PFAS,Breast cancer,DOWNREG
PFAS,Lung cancer,DOWNREG
PFKFB1,Breast cancer,NEUTRAL
PFKFB2,Blood cancer,NEUTRAL
PFKFB2,Breast cancer,NEUTRAL
PFKFB2,Ovarian cancer,UPREG
PFKFB3,Breast cancer,NEUTRAL
PFKFB3,Colorectal cancer,UPREG
PFKFB3,Ovarian cancer,NEUTRAL
PFKFB4,Breast cancer,UPREG
PFKFB4,Colorectal cancer,DOWNREG
PFKFB4,Lung cancer,UPREG
PFKFB4,Ovarian cancer,UPREG
PFKFB4,Skin cancer,UPREG
PFKL,Breast cancer,UPREG
PFKL,Colorectal cancer,DOWNREG
PFKL,Lung cancer,UPREG
PFKM,Brain cancer,DOWNREG
PFKM,Breast cancer,DOWNREG
PFKP,Breast cancer,NEUTRAL
PFKP,Colorectal cancer,UPREG
PFKP,Lung cancer,UPREG
PGAM1,Breast cancer,UPREG
PGAM1,Lung cancer,UPREG
PGAM2,Blood cancer,NEUTRAL
PGAM2,Brain cancer,NEUTRAL
PGAP1,Brain cancer,UPREG
PGAP1,Breast cancer,DOWNREG
PGAP1,Lung cancer,DOWNREG
PGD,Blood cancer,NEUTRAL
PGD,Breast cancer,DOWNREG
PGD,Lung cancer,NEUTRAL
PGD,Skin cancer,UPREG
PGK1,Blood cancer,UPREG
PGK1,Brain cancer,UPREG
PGK1,Breast cancer,UPREG
PGK1,Colorectal cancer,UPREG
PGK1,Lung cancer,UPREG
PGK1,Skin cancer,UPREG
PGK2,Breast cancer,NEUTRAL
PGLS,Breast cancer,UPREG
PGLS,Colorectal cancer,DOWNREG
PGLS,Lung cancer,DOWNREG
PGM1,Blood cancer,DOWNREG
PGM1,Brain cancer,UPREG
PGM1,Breast cancer,NEUTRAL
PGM1,Lung cancer,NEUTRAL
PGM1,Skin cancer,UPREG
PGM2,Blood cancer,UPREG
PGM2,Breast cancer,UPREG
PGM2,Lung cancer,UPREG
PGM3,Blood cancer,NEUTRAL
PGM3,Brain cancer,DOWNREG
PGM3,Breast cancer,NEUTRAL
PGM3,Colorectal cancer,UPREG
PGM3,Lung cancer,UPREG
PGS1,Brain cancer,DOWNREG
PGS1,Breast cancer,UPREG
PGS1,Colorectal cancer,DOWNREG
PGS1,Lung cancer,DOWNREG
PHGDH,Blood cancer,UPREG
PHGDH,Breast cancer,NEUTRAL
PHOSPHO1,Blood cancer,NEUTRAL
PHYH,Blood cancer,UPREG
PHYH,Brain cancer,UPREG
PHYH,Breast cancer,NEUTRAL
PHYH,Colorectal cancer,DOWNREG
PI4K2A,Brain cancer,DOWNREG
PI4K2A,Colorectal cancer,UPREG
PI4K2A,Lung cancer,UPREG
PI4K2A,Ovarian cancer,UPREG
PI4KA,Blood cancer,UPREG
PI4KA,Brain cancer,DOWNREG
PI4KB,Blood cancer,UPREG
PI4KB,Breast cancer,DOWNREG
PI4KB,Lung cancer,DOWNREG
PI4KB,Ovarian cancer,UPREG
PI4KB,Skin cancer,UPREG
PIGA,Breast cancer,NEUTRAL
PIGA,Lung cancer,DOWNREG
PIGB,Blood cancer,NEUTRAL
PIGB,Brain cancer,UPREG
PIGB,Breast cancer,DOWNREG
PIGB,Lung cancer,DOWNREG
PIGC,Brain cancer,UPREG
PIGC,Breast cancer,NEUTRAL
PIGC,Colorectal cancer,UPREG
PIGC,Lung cancer,UPREG
PIGC,Ovarian cancer,NEUTRAL
PIGF,Breast cancer,UPREG
PIGF,Lung cancer,UPREG
PIGG,Breast cancer,UPREG
PIGG,Lung cancer,DOWNREG
PIGG,Ovarian cancer,NEUTRAL
PIGH,Breast cancer,DOWNREG
PIGK,Blood cancer,NEUTRAL
PIGK,Breast cancer,DOWNREG
PIGK,Colorectal cancer,UPREG
PIGK,Lung cancer,DOWNREG
PIGL,Lung cancer,UPREG
PIGM,Blood cancer,UPREG
PIGM,Brain cancer,NEUTRAL
PIGM,Colorectal cancer,DOWNREG
PIGM,Lung cancer,UPREG
PIGM,Skin cancer,UPREG
PIGN,Breast cancer,DOWNREG
PIGN,Lung cancer,UPREG
PIGN,Ovarian cancer,NEUTRAL
PIGO,Brain cancer,NEUTRAL
PIGO,Breast cancer,UPREG
PIGO,Lung cancer,UPREG
PIGO,Ovarian cancer,DOWNREG
PIGP,Colorectal cancer,DOWNREG
PIGQ,Colorectal cancer,DOWNREG
PIGQ,Lung cancer,DOWNREG
PIGS,Lung cancer,UPREG
PIGT,Brain cancer,UPREG
PIGT,Breast cancer,NEUTRAL
PIGT,Lung cancer,DOWNREG
PIGT,Skin cancer,UPREG
PIGU,Brain cancer,UPREG
PIGU,Lung cancer,UPREG
PIGU,Ovarian cancer,NEUTRAL
PIGU,Skin cancer,UPREG
PIGV,Blood cancer,DOWNREG
PIGV,Brain cancer,NEUTRAL
PIGV,Breast cancer,NEUTRAL
PIGV,Skin cancer,UPREG
PIGW,Lung cancer,NEUTRAL
PIGX,Colorectal cancer,NEUTRAL
PIGX,Lung cancer,UPREG
PIGX,Skin cancer,UPREG
PIGZ,Blood cancer,UPREG
PIGZ,Skin cancer,UPREG
PIK3C2A,Brain cancer,UPREG
PIK3C2A,Breast cancer,DOWNREG
PIK3C2A,Lung cancer,DOWNREG
PIK3C2A,Ovarian cancer,NEUTRAL
PIK3C2B,Blood cancer,UPREG
PIK3C2B,Breast cancer,NEUTRAL
PIK3C2G,Brain cancer,DOWNREG
PIK3C2G,Breast cancer,NEUTRAL
PIK3C3,Breast cancer,DOWNREG
PIK3C3,Colorectal cancer,DOWNREG
PIK3C3,Lung cancer,NEUTRAL
PIK3C3,Ovarian cancer,UPREG
PIK3CA,Brain cancer,DOWNREG
PIK3CA,Breast cancer,DOWNREG
PIK3CA,Colorectal cancer,NEUTRAL
PIK3CA,Lung cancer,DOWNREG
PIK3CB,Lung cancer,UPREG
PIK3CD,Colorectal cancer,DOWNREG
PIK3CG,Blood cancer,NEUTRAL
PIK3CG,Lung cancer,DOWNREG
PIK3R1,Brain cancer,NEUTRAL
PIK3R1,Breast cancer,NEUTRAL
PIK3R1,Lung cancer,DOWNREG
PIK3R2,Brain cancer,NEUTRAL
PIK3R2,Ovarian cancer,NEUTRAL
PIK3R2,Prostate cancer,NEUTRAL
PIK3R3,Colorectal cancer,DOWNREG
PIK3R5,Ovarian cancer,UPREG
PIKFYVE,Colorectal cancer,DOWNREG
PIKFYVE,Lung cancer,DOWNREG
PIP4K2A,Blood cancer,NEUTRAL
PIP4K2A,Brain cancer,DOWNREG
PIP4K2A,Breast cancer,NEUTRAL
PIP4K2A,Colorectal cancer,UPREG
PIP4K2A,Lung cancer,UPREG
PIP4K2B,Brain cancer,DOWNREG
PIP4K2C,Breast cancer,UPREG
PIP4K2C,Lung cancer,UPREG
PIP5K1A,Colorectal cancer,DOWNREG
PIP5K1A,Lung cancer,UPREG
PIP5K1A,Skin cancer,UPREG
PIP5K1B,Blood cancer,NEUTRAL
PIP5K1B,Breast cancer,NEUTRAL
PIP5K1B,Colorectal cancer,NEUTRAL
PIP5K1C,Breast cancer,DOWNREG
PIP5K1C,Colorectal cancer,UPREG
PIP5K1C,Lung cancer,NEUTRAL
PIPOX,Breast cancer,NEUTRAL
PIPOX,Ovarian cancer,NEUTRAL
PISD,Brain cancer,DOWNREG
PISD,Breast cancer,NEUTRAL
PISD,Lung cancer,DOWNREG
PISD,Ovarian cancer,UPREG
PKLR,Blood cancer,DOWNREG
PKLR,Breast cancer,DOWNREG
PKLR,Colorectal cancer,NEUTRAL
PKLR,Ovarian cancer,UPREG
PLA2G10,Lung cancer,NEUTRAL
PLA2G12A,Breast cancer,UPREG
PLA2G12A,Colorectal cancer,DOWNREG
PLA2G1B,Breast cancer,NEUTRAL
PLA2G1B,Colorectal cancer,DOWNREG
PLA2G1B,Lung cancer,NEUTRAL
PLA2G1B,Ovarian cancer,NEUTRAL
PLA2G2A,Breast cancer,NEUTRAL
PLA2G2A,Ovarian cancer,NEUTRAL
PLA2G2D,Brain cancer,NEUTRAL
PLA2G2D,Breast cancer,NEUTRAL
PLA2G2D,Lung cancer,NEUTRAL
PLA2G2E,Breast cancer,UPREG
PLA2G2E,Ovarian cancer,UPREG
PLA2G2F,Brain cancer,NEUTRAL
PLA2G2F,Breast cancer,NEUTRAL
PLA2G2F,Lung cancer,UPREG
PLA2G3,Brain cancer,NEUTRAL
PLA2G3,Lung cancer,NEUTRAL
PLA2G4A,Blood cancer,UPREG
PLA2G4A,Breast cancer,NEUTRAL
PLA2G4A,Ovarian cancer,NEUTRAL
PLA2G5,Brain cancer,NEUTRAL
PLA2G5,Breast cancer,NEUTRAL
PLA2G6,Blood cancer,DOWNREG
PLA2G6,Brain cancer,DOWNREG
PLA2G6,Breast cancer,DOWNREG
PLA2G6,Colorectal cancer,DOWNREG
PLA2G6,Lung cancer,DOWNREG
PLA2G6,Ovarian cancer,NEUTRAL
PLA2G7,Blood cancer,NEUTRAL
PLA2G7,Breast cancer,NEUTRAL
PLA2G7,Prostate cancer,NEUTRAL
PLCB1,Blood cancer,NEUTRAL
PLCB1,Brain cancer,NEUTRAL
PLCB1,Breast cancer,NEUTRAL
PLCB1,Colorectal cancer,UPREG
PLCB1,Lung cancer,DOWNREG
PLCB2,Breast cancer,UPREG
PLCB2,Colorectal cancer,DOWNREG
PLCB2,Lung cancer,NEUTRAL
PLCB2,Ovarian cancer,UPREG
PLCB3,Brain cancer,DOWNREG
PLCB3,Breast cancer,UPREG
PLCB3,Lung cancer,UPREG
PLCB4,Brain cancer,DOWNREG
PLCB4,Breast cancer,DOWNREG
PLCB4,Colorectal cancer,NEUTRAL
PLCB4,Lung cancer,NEUTRAL
PLCD1,Breast cancer,DOWNREG
PLCD1,Lung cancer,DOWNREG
PLCD3,Lung cancer,UPREG
PLCD4,Breast cancer,NEUTRAL
PLCE1,Blood cancer,NEUTRAL
PLCE1,Breast cancer,NEUTRAL
PLCE1,Colorectal cancer,DOWNREG
PLCE1,Lung cancer,DOWNREG
PLCE1,Ovarian cancer,NEUTRAL
PLCG1,Blood cancer,NEUTRAL
PLCG1,Breast cancer,UPREG
PLCG1,Prostate cancer,NEUTRAL
PLCG2,Blood cancer,NEUTRAL
PLCG2,Breast cancer,NEUTRAL
PLCG2,Colorectal cancer,UPREG
PLCG2,Lung cancer,NEUTRAL
PLCH1,Blood cancer,DOWNREG
PLCH1,Breast cancer,NEUTRAL
PLCH1,Colorectal cancer,NEUTRAL
PLCH1,Lung cancer,DOWNREG
PLCH1,Ovarian cancer,DOWNREG
PLCH2,Brain cancer,UPREG
PLCL1,Blood cancer,DOWNREG
PLCL1,Lung cancer,DOWNREG
PLCXD2,Lung cancer,DOWNREG
PLD1,Brain cancer,UPREG
PLD1,Breast cancer,NEUTRAL
PLD1,Colorectal cancer,UPREG
PLD1,Lung cancer,UPREG
PLD1,Skin cancer,DOWNREG
PLD2,Breast cancer,DOWNREG
PLD2,Ovarian cancer,UPREG
PLOD1,Brain cancer,UPREG
PLOD1,Breast cancer,NEUTRAL
PLOD1,Colorectal cancer,UPREG
PLOD1,Lung cancer,UPREG
PLOD2,Blood cancer,NEUTRAL
PLOD2,Brain cancer,NEUTRAL
PLOD2,Breast cancer,NEUTRAL
PLOD2,Colorectal cancer,UPREG
PLOD2,Lung cancer,NEUTRAL
PLOD2,Ovarian cancer,NEUTRAL
PLOD3,Brain cancer,NEUTRAL
PLOD3,Breast cancer,UPREG
PLOD3,Lung cancer,UPREG
PLOD3,Ovarian cancer,UPREG
PLOD3,Skin cancer,UPREG
PMM1,Brain cancer,NEUTRAL
PMM1,Lung cancer,DOWNREG
PMM2,Blood cancer,UPREG
PMM2,Brain cancer,NEUTRAL
PMM2,Breast cancer,UPREG
PMM2,Colorectal cancer,DOWNREG
PMM2,Ovarian cancer,UPREG
PMVK,Blood cancer,DOWNREG
PMVK,Breast cancer,NEUTRAL
PMVK,Lung cancer,NEUTRAL
PNLIP,Colorectal cancer,DOWNREG
PNLIP,Lung cancer,NEUTRAL
PNLIP,Ovarian cancer,UPREG
PNLIPRP1,Breast cancer,DOWNREG
PNLIPRP1,Colorectal cancer,DOWNREG
PNLIPRP1,Lung cancer,NEUTRAL
PNLIPRP2,Breast cancer,NEUTRAL
PNMT,Brain cancer,DOWNREG
PNMT,Breast cancer,NEUTRAL
PNP,Brain cancer,UPREG
PNP,Breast cancer,UPREG
PNP,Lung cancer,UPREG
PNPLA4,Brain cancer,UPREG
PNPLA4,Breast cancer,NEUTRAL
PNPLA4,Ovarian cancer,NEUTRAL
PNPO,Breast cancer,DOWNREG
PNPO,Lung cancer,UPREG
PNPO,Ovarian cancer,UPREG
PPA1,Blood cancer,NEUTRAL
PPA1,Brain cancer,DOWNREG
PPA1,Breast cancer,NEUTRAL
PPA2,Lung cancer,DOWNREG
PPAT,Brain cancer,UPREG
PPAT,Breast cancer,UPREG
PPAT,Skin cancer,UPREG
PPCDC,Brain cancer,UPREG
PPCDC,Breast cancer,UPREG
PPCDC,Lung cancer,UPREG
PPCS,Brain cancer,UPREG
PPCS,Breast cancer,DOWNREG
PPOX,Blood cancer,DOWNREG
PPOX,Brain cancer,DOWNREG
PPOX,Breast cancer,DOWNREG
PPOX,Skin cancer,UPREG
PRDX1,Blood cancer,DOWNREG
PRDX1,Breast cancer,UPREG
PRDX2,Blood cancer,NEUTRAL
PRDX2,Breast cancer,NEUTRAL
PRDX2,Lung cancer,UPREG
PRDX2,Ovarian cancer,UPREG
PRDX3,Breast cancer,DOWNREG
PRDX3,Lung cancer,DOWNREG
PRODH,Breast cancer,NEUTRAL
PRODH,Lung cancer,DOWNREG
PRODH2,Blood cancer,DOWNREG
PRODH2,Breast cancer,NEUTRAL
PRODH2,Colorectal cancer,DOWNREG
PROSC,Blood cancer,DOWNREG
PROSC,Brain cancer,UPREG
PROSC,Breast cancer,UPREG
PROSC,Lung cancer,DOWNREG
PRPS1,Blood cancer,UPREG
PRPS1,Brain cancer,NEUTRAL
PRPS1,Breast cancer,UPREG
PRPS1L1,Breast cancer,DOWNREG
PRPS1L1,Lung cancer,NEUTRAL
PRPS2,Brain cancer,UPREG
PRPS2,Breast cancer,NEUTRAL
PRPS2,Lung cancer,UPREG
PRPS2,Ovarian cancer,NEUTRAL
PSAT1,Breast cancer,UPREG
PSAT1,Lung cancer,NEUTRAL
PSAT1,Skin cancer,UPREG
PSPH,Brain cancer,UPREG
PSPH,Breast cancer,NEUTRAL
PSPH,Lung cancer,DOWNREG
PSPH,Skin cancer,UPREG
PTDSS1,Lung cancer,UPREG
PTDSS2,Blood cancer,UPREG
PTEN,Blood cancer,NEUTRAL
PTEN,Brain cancer,DOWNREG
PTEN,Breast cancer,DOWNREG
PTEN,Colorectal cancer,DOWNREG
PTEN,Lung cancer,UPREG
PTGDS,Blood cancer,NEUTRAL
PTGDS,Brain cancer,NEUTRAL
PTGDS,Breast cancer,NEUTRAL
PTGDS,Skin cancer,NEUTRAL
PTGES,Breast cancer,UPREG
PTGES,Lung cancer,UPREG
PTGES2,Breast cancer,DOWNREG
PTGES2,Colorectal cancer,DOWNREG
PTGES2,Lung cancer,UPREG
PTGIS,Breast cancer,UPREG
PTGIS,Colorectal cancer,NEUTRAL
PTGIS,Lung cancer,UPREG
PTGS1,Breast cancer,DOWNREG
PTGS1,Lung cancer,UPREG
PTGS1,Ovarian cancer,NEUTRAL
PTGS2,Breast cancer,NEUTRAL
PTGS2,Lung cancer,NEUTRAL
PTGS2,Ovarian cancer,NEUTRAL
PTS,Blood cancer,DOWNREG
PTS,Breast cancer,NEUTRAL
PTS,Lung cancer,UPREG
PYCR1,Blood cancer,NEUTRAL
PYCR1,Breast cancer,UPREG
PYCR1,Lung cancer,UPREG
PYCR1,Skin cancer,UPREG
PYCR2,Lung cancer,DOWNREG
PYGB,Brain cancer,NEUTRAL
PYGB,Breast cancer,NEUTRAL
PYGB,Colorectal cancer,DOWNREG
PYGL,Brain cancer,NEUTRAL
PYGL,Lung cancer,UPREG
PYGM,Blood cancer,NEUTRAL
PYGM,Breast cancer,NEUTRAL
QDPR,Brain cancer,DOWNREG
QDPR,Breast cancer,DOWNREG
QDPR,Colorectal cancer,UPREG
QPRT,Breast cancer,NEUTRAL
RBKS,Breast cancer,NEUTRAL
RBKS,Lung cancer,UPREG
RDH10,Blood cancer,NEUTRAL
RDH10,Breast cancer,NEUTRAL
RDH10,Colorectal cancer,UPREG
RDH11,Brain cancer,UPREG
RDH11,Breast cancer,NEUTRAL
RDH11,Colorectal cancer,UPREG
RDH11,Lung cancer,UPREG
RDH11,Skin cancer,UPREG
RDH12,Lung cancer,NEUTRAL
RDH13,Breast cancer,UPREG
RDH13,Colorectal cancer,DOWNREG
RDH16,Colorectal cancer,DOWNREG
RDH5,Lung cancer,DOWNREG
